brand,model_name,url,origin,bridge_pickup,middle_pickup,neck_pickup,bridge,body_material,neck_material,fingerboard_material,fingerboard_radius,neck_shape,strings,frets_quantity,frets_type,scale_length,pricepoint_score,overall_score
Ibanez,RG5320C,https://www.ibanez.com/na/products/detail/rg5320c_00_01.html,Japan,DiMarzio|The Tone Zone,,DiMarzio|Air Norton,Ibanez|Lo-Pro Edge,MAHOGANY,MAPLE,EBONY,16,DS,6,TWENTY_FOUR,STAINLESS_JUMBO,25.5,5,5
